85	40	42	38	39	38	41	61	40	40	41	42	67	73	51	41	38	39	40	40	37	38	42	79	53	69	46	40	41	41	44	46	41	38	40	39	38	39	42	40	41	40	50	35	38	42	41	40	39	38	38	39	38	38	39	40	39	38	40	37	42	40	41	40	39	41	40	56	39	69	38	38	38	40	43	40	38	45	40	40	37	40	40	41	42	37	38	38	39	40	42	41	40	39	40	38	41	38	40	39	
91	39	41	40	43	38	38	39	50	42	47	47	42	38	45	42	40	40	50	42	41	40	42	41	42	45	41	42	55	43	40	40	41	46	38	41	44	41	43	42	42	41	44	42	41	38	47	35	38	40	41	42	38	41	40	41	40	40	45	38	38	39	40	40	41	40	40	39	40	41	40	38	43	40	40	37	40	42	41	42	42	43	40	44	35	40	44	39	40	46	41	40	39	38	42	49	41	40	37	38	
87	43	46	42	43	42	42	41	47	46	48	43	44	44	49	49	42	44	48	77	85	51	43	46	40	47	38	42	43	42	44	41	42	44	41	46	40	41	38	42	43	44	38	39	44	38	39	40	40	39	42	44	39	38	36	45	38	39	38	40	41	42	38	45	46	38	39	44	44	47	45	44	44	43	46	40	39	38	37	40	42	49	43	48	40	40	41	40	43	43	38	37	38	42	39	40	42	41	47	44	
89	42	44	44	41	43	40	47	41	42	40	43	44	40	45	42	40	42	37	38	40	51	42	38	39	40	40	39	42	39	40	38	41	44	42	41	41	42	42	45	38	44	45	40	40	51	41	48	42	41	40	40	39	50	46	41	40	40	41	42	40	43	38	41	51	54	42	41	40	44	39	40	38	39	38	38	39	44	45	43	40	39	38	40	37	50	48	42	39	44	39	45	42	44	43	42	40	43	46	42	
69	42	40	39	40	38	39	38	38	39	40	39	40	38	41	38	38	41	40	39	40	38	41	38	38	41	40	39	40	38	41	38	38	41	40	41	40	38	43	38	38	41	40	41	40	38	43	38	38	41	40	39	40	38	41	38	38	41	40	39	40	38	39	38	38	39	40	39	40	38	39	38	38	39	40	39	40	38	39	38	38	39	40	39	40	38	39	38	38	37	40	41	40	38	39	38	38	37	40	41	
97	40	41	40	38	39	42	38	39	40	39	42	38	39	42	38	38	42	37	42	38	41	42	36	38	42	37	40	40	39	40	37	38	40	37	40	38	37	40	41	38	40	41	40	38	41	40	39	38	40	41	40	38	39	40	37	38	40	37	40	38	39	40	37	38	40	37	40	40	40	40	41	40	40	41	42	36	38	42	37	38	40	37	40	41	38	40	37	40	40	37	40	41	38	40	41	38	40	41	40	
55	51	44	44	51	45	50	46	49	44	48	47	43	44	42	45	46	52	39	48	46	42	49	41	46	40	59	40	48	44	45	44	48	45	42	40	49	43	44	84	74	40	39	42	41	51	44	42	49	40	40	43	47	44	44	41	38	40	39	42	42	41	40	44	41	42	42	41	46	38	43	40	38	37	40	44	41	40	46	37	40	40	41	46	40	43	40	38	41	40	38	41	42	40	40	38	41	40	46	41	
67	42	42	37	38	38	37	38	40	37	40	39	40	38	39	40	40	43	38	39	38	38	39	38	40	41	38	41	40	38	41	40	36	40	40	37	38	40	39	38	41	40	40	43	38	38	43	38	37	40	38	39	38	38	39	38	39	40	38	41	40	38	41	40	37	40	38	39	38	40	41	38	41	42	38	41	40	36	40	40	37	40	40	39	38	41	40	38	41	40	38	39	40	41	40	38	41	40	38	43	
84	40	45	38	40	41	38	38	43	38	39	40	38	37	38	38	39	38	41	38	38	39	40	38	41	40	39	38	38	37	38	40	41	40	37	38	40	35	38	40	40	38	43	40	38	41	38	37	40	38	39	38	38	37	40	41	40	38	43	38	38	41	38	37	40	38	39	38	38	37	38	39	42	38	41	40	38	41	40	35	40	40	37	38	197	40	39	38	41	40	38	39	38	42	38	40	37	38	40	43	
41	42	42	39	40	40	35	38	40	41	40	37	38	40	39	42	38	38	42	35	38	40	39	40	36	40	40	39	40	38	43	40	40	38	40	41	40	38	41	38	38	40	38	43	38	40	39	40	43	38	40	41	38	40	37	38	41	40	40	39	38	38	41	40	39	38	40	37	38	38	39	38	37	40	38	41	38	38	43	40	39	40	40	39	38	38	41	38	39	40	38	43	38	38	43	40	41	38	40	41	
73	37	40	38	39	38	40	37	40	39	40	38	41	40	40	39	40	37	40	38	39	38	40	37	40	39	42	38	41	40	40	39	42	40	37	38	40	41	38	39	40	40	37	38	40	41	38	39	40	40	39	40	38	43	40	35	38	42	35	38	40	40	38	41	40	40	41	40	40	40	38	41	40	40	41	40	36	40	40	37	38	42	37	38	38	40	38	41	38	40	41	38	37	40	40	39	38	40	41	38	
70	42	39	38	40	37	40	38	39	40	43	38	40	41	40	38	43	38	39	40	40	37	40	38	39	38	43	38	40	41	40	38	39	38	43	38	40	41	40	38	41	38	39	38	40	37	40	38	39	38	41	38	40	39	40	38	41	38	39	38	40	37	40	38	39	38	41	40	40	39	42	38	39	38	41	40	40	39	42	38	41	40	39	38	40	37	40	38	41	38	41	40	40	39	42	38	41	38	41	40	
44	42	40	41	40	38	40	38	43	38	42	37	40	38	40	40	39	38	42	39	40	36	40	40	41	40	40	41	40	40	40	38	43	40	40	41	40	40	40	38	43	40	42	35	40	40	40	38	43	40	42	35	40	40	41	40	37	38	42	37	42	38	43	40	37	38	42	37	42	38	43	40	37	38	42	37	42	38	43	40	39	40	40	39	42	38	43	40	39	40	40	39	42	38	43	40	39	40	40	39	
75	40	39	44	44	37	40	40	45	40	50	45	46	48	45	41	38	39	40	40	45	38	42	55	44	57	40	44	71	43	38	40	43	44	38	39	44	40	40	40	37	45	38	37	47	44	37	40	44	35	38	44	39	38	40	41	42	40	41	42	46	41	38	42	43	40	44	39	44	42	40	40	51	40	46	40	40	42	39	42	42	39	38	44	39	38	44	37	40	42	39	44	42	41	40	40	39	42	43	41	
74	42	39	40	40	39	40	38	41	40	39	40	40	39	40	38	41	40	39	40	40	39	40	38	41	40	39	40	40	39	40	38	41	40	39	40	40	39	40	38	39	38	39	40	40	39	40	38	39	38	39	40	40	39	40	38	39	38	39	40	40	39	40	38	39	38	39	40	40	37	38	38	39	38	39	40	40	37	38	38	41	38	37	38	40	39	40	38	41	38	39	40	40	39	40	38	41	38	39	40	
67	40	41	40	37	42	40	41	40	40	39	38	39	42	40	37	38	40	39	40	39	42	40	41	40	40	41	38	41	40	40	39	38	40	39	38	37	40	40	41	38	40	37	40	41	40	40	39	40	40	39	38	37	40	40	41	38	40	37	38	41	40	40	39	38	40	39	38	38	40	40	43	38	42	37	38	38	40	42	41	40	40	41	40	40	41	42	37	38	42	37	40	38	43	42	39	40	40	37	38	
69	42	42	37	40	38	39	40	40	37	40	41	38	38	43	40	40	41	40	39	38	38	43	40	40	41	40	37	38	38	41	40	40	41	40	37	38	38	39	40	40	37	40	41	38	38	39	40	40	37	40	41	38	38	41	40	40	37	40	41	38	38	41	40	40	39	40	37	38	38	41	40	40	39	40	37	38	38	39	40	40	39	40	37	38	38	39	40	40	39	40	37	38	38	39	40	40	37	40	39	
70	40	43	40	40	41	40	36	38	40	39	40	40	37	40	38	38	40	43	40	40	41	40	38	38	40	43	40	40	41	40	37	38	38	39	40	40	37	40	41	38	38	39	40	40	37	40	41	38	38	43	40	40	41	40	39	38	38	43	40	40	41	40	37	40	38	39	40	40	39	40	37	40	38	39	40	40	37	40	41	38	38	39	40	40	37	40	41	38	38	43	40	40	41	40	39	38	38	43	40	
89	43	42	42	44	37	47	44	48	47	44	48	41	44	44	39	49	44	42	45	46	44	51	40	46	41	45	38	47	41	50	40	43	42	44	39	46	44	45	41	42	42	41	42	44	45	46	44	51	42	42	41	44	42	43	41	48	42	47	44	46	43	40	44	41	75	44	44	41	43	42	40	49	42	62	44	49	42	40	39	44	42	47	42	42	45	40	40	57	45	46	42	43	40	37	40	46	37	50	40	
69	44	40	37	40	40	39	42	46	37	40	44	35	40	48	39	40	40	43	43	40	47	43	38	43	40	38	41	38	42	37	42	40	37	40	46	37	54	44	37	40	40	41	44	38	43	44	38	45	42	40	45	38	39	40	44	37	42	42	41	42	46	41	46	40	43	44	38	37	40	40	39	42	40	39	40	44	43	46	48	53	53	52	44	37	40	40	37	38	40	41	40	35	40	42	37	40	44	43	42	
77	81	85	99	76	68	70	70	66	72	70	76	70	68	72	74	70	68	68	71	85	68	68	69	71	73	79	87	70	69	76	68	76	78	75	68	68	68	66	80	68	74	68	72	76	76	72	70	68	72	76	70	78	78	71	77	75	69	73	75	73	71	75	67	69	73	75	73	71	81	71	71	67	77	65	71	67	71	67	75	69	73	73	71	71	77	71	75	71	79	67	73	69	79	67	69	71	71	69	69	
69	43	38	37	40	38	39	40	38	43	38	37	40	38	37	40	38	41	38	37	40	38	37	40	38	41	40	37	40	40	35	40	40	41	38	41	42	40	37	40	40	40	38	41	40	40	37	40	38	40	40	41	40	38	41	40	39	40	38	41	40	38	41	40	39	40	38	41	40	42	41	40	39	40	38	41	40	38	41	40	39	40	38	41	40	38	39	40	39	40	38	39	40	38	37	40	39	40	38	39	
76	79	71	67	79	73	73	77	69	69	73	81	75	57	81	65	321	61	41	75	77	77	73	79	69	75	69	77	73	85	65	91	45	38	38	75	75	79	63	71	83	79	59	81	51	44	41	44	70	66	68	78	74	72	58	73	61	83	67	79	67	79	53	79	67	81	61	77	79	71	79	79	73	71	75	69	77	67	73	77	79	64	64	72	66	78	74	80	78	72	68	82	78	74	68	76	80	78	78	74	
89	40	44	39	40	38	39	40	40	41	38	39	40	40	37	38	40	41	40	39	40	40	39	40	38	39	38	39	40	40	37	38	38	41	38	37	38	40	39	40	38	41	38	39	40	40	39	40	38	39	38	39	40	40	37	38	38	41	38	37	38	40	39	38	38	41	40	39	40	38	43	38	40	37	40	41	40	38	43	38	40	37	40	41	40	38	39	40	40	39	40	37	40	38	41	38	40	41	40	39	
102	47	44	44	44	42	43	42	44	39	44	48	43	43	46	41	43	40	44	41	46	40	47	42	54	43	40	40	43	40	38	42	59	40	40	41	44	44	43	44	48	45	51	50	46	43	48	46	49	43	46	46	49	42	48	41	45	40	46	39	40	40	47	44	48	52	43	44	48	41	42	42	44	41	46	42	49	43	46	40	47	42	48	39	44	44	46	39	77	40	46	73	55	73	52	40	43	42	44	79	
69	39	40	42	41	47	50	42	41	42	58	49	51	89	41	40	37	42	40	37	71	44	38	75	47	46	42	45	42	46	40	49	42	80	44	43	38	38	39	46	42	51	40	40	37	44	40	41	70	38	41	42	42	69	38	40	43	40	66	41	38	40	41	42	38	39	40	38	39	42	40	41	40	40	39	44	39	38	38	39	40	40	41	40	37	40	40	37	40	40	39	42	38	41	40	39	42	38	37	42	
71	39	43	40	37	38	40	37	40	38	43	40	35	38	42	37	40	36	40	40	37	38	42	39	40	38	40	38	39	38	40	39	40	41	40	40	41	38	40	41	40	41	40	38	41	38	40	43	40	37	40	38	41	38	40	41	40	37	40	38	39	40	40	41	40	37	40	38	39	40	40	41	42	37	40	38	37	38	40	43	42	35	40	40	35	38	42	40	40	39	40	40	37	38	40	40	40	41	40	38	
73	39	40	38	41	38	37	38	40	37	40	38	37	38	37	38	40	37	40	38	39	38	39	40	40	41	42	38	38	38	41	38	40	41	40	37	38	38	37	40	199	38	41	38	37	38	40	37	40	38	37	38	39	40	40	39	42	38	39	38	39	40	40	41	42	38	38	40	37	38	40	37	40	38	38	40	41	38	40	45	38	37	38	38	43	38	38	43	38	39	38	38	39	38	38	39	38	41	40	38	
65	42	41	40	38	41	40	39	38	40	41	40	38	39	40	37	38	40	39	40	38	41	40	39	38	40	37	40	38	39	40	37	38	40	39	40	38	37	40	39	40	40	39	40	38	39	40	39	40	40	39	40	38	39	40	37	38	40	39	40	38	39	40	39	40	40	39	42	38	39	40	37	38	40	39	42	38	41	42	37	40	40	39	42	40	41	42	35	38	42	37	42	38	38	42	39	40	40	41	42	
70	42	39	38	40	37	38	38	37	40	41	40	38	41	40	40	39	40	43	38	38	41	38	38	41	40	39	40	38	41	40	40	41	38	39	38	38	39	38	38	39	40	37	40	38	39	40	40	41	38	39	38	38	39	40	38	39	40	37	40	38	39	42	40	41	40	39	38	38	39	40	38	41	42	37	40	40	35	40	42	41	40	37	38	40	35	38	40	38	42	35	40	40	37	40	40	40	40	37	38	
77	78	42	39	51	44	48	47	47	77	73	40	42	73	45	46	44	79	41	73	73	44	42	51	38	40	45	44	44	45	73	44	64	80	76	74	50	49	52	42	40	45	44	52	73	77	45	44	46	47	43	46	48	43	77	46	78	44	82	68	45	49	42	40	41	46	44	45	41	87	44	52	43	44	74	48	47	81	46	46	41	44	40	39	51	38	39	42	52	43	43	44	41	41	40	41	41	46	40	41	
76	40	38	39	40	39	42	38	39	42	40	43	40	39	40	38	37	38	40	38	42	35	40	40	37	40	40	40	38	43	40	38	41	38	37	38	40	37	40	38	37	40	43	40	38	39	38	38	37	40	41	38	40	41	40	38	41	40	39	40	38	41	38	38	41	38	37	38	40	37	40	38	37	40	41	42	38	41	40	38	37	38	39	40	40	39	42	38	41	42	37	40	40	39	40	38	41	40	35	38	
78	40	39	42	38	45	42	46	43	42	40	38	43	42	40	41	38	44	41	40	42	43	38	40	37	38	39	40	46	37	42	44	41	40	42	39	38	46	37	40	38	37	38	41	42	38	41	48	42	41	38	42	41	44	38	43	42	42	41	42	38	49	38	42	41	40	36	38	42	37	38	42	37	38	42	41	38	40	39	40	42	41	42	44	43	44	42	43	42	38	38	52	40	39	40	39	38	38	41	40	
93	43	40	42	39	38	46	40	45	38	47	51	38	42	47	46	40	41	40	39	40	38	43	40	36	40	48	38	38	42	45	38	40	43	40	44	39	40	40	43	44	40	44	37	38	38	41	42	40	49	44	46	41	43	44	46	39	60	44	39	42	48	41	47	42	47	45	44	42	47	44	42	41	43	46	44	47	48	46	41	42	46	39	49	46	44	59	42	40	45	45	44	39	49	44	48	45	46	42	53	
83	45	40	42	37	40	44	41	54	44	49	41	40	37	49	38	37	40	44	47	43	42	46	45	42	40	43	41	38	42	45	40	41	38	40	41	38	42	40	45	46	40	41	38	38	41	40	39	38	50	41	41	38	43	43	42	40	44	37	42	40	41	40	37	38	46	41	38	40	43	42	40	37	42	40	41	40	37	38	42	49	43	42	38	41	42	46	41	38	46	45	42	40	47	38	39	40	48	37	40	
69	40	42	40	40	38	41	40	40	37	38	42	38	40	37	40	42	39	42	38	38	40	39	40	38	43	40	42	38	38	43	40	42	37	40	40	38	40	37	38	40	41	40	38	38	40	41	40	40	41	40	40	38	38	41	38	40	39	38	40	38	40	39	40	40	37	40	38	38	40	37	38	38	41	38	37	38	38	41	40	40	41	40	37	38	38	39	38	38	43	38	41	38	38	43	40	40	41	40	39	
68	40	43	40	38	41	38	38	37	38	39	40	38	41	42	38	39	38	39	40	38	43	42	36	38	38	41	38	38	43	40	37	38	38	41	38	38	41	40	37	38	38	37	38	38	41	40	37	38	38	37	38	36	40	42	37	38	40	37	38	41	40	40	41	38	40	39	38	41	40	40	41	38	38	41	38	37	40	40	39	40	38	39	40	35	40	40	35	38	40	40	38	41	40	40	39	38	38	38	38	
67	43	38	38	43	38	39	40	38	43	38	38	41	38	37	40	38	41	40	38	41	40	37	40	38	39	38	40	41	40	35	40	40	37	38	40	40	38	41	40	40	37	38	38	40	40	41	40	40	39	38	41	40	38	41	40	38	43	38	39	40	38	41	40	38	39	38	41	40	38	39	40	38	39	38	39	40	38	39	42	38	39	38	39	42	38	39	42	38	39	38	39	42	40	35	40	40	41	38	41	
69	40	39	38	39	44	40	45	69	40	38	43	40	47	51	42	40	41	38	41	38	40	67	51	69	38	40	71	39	76	46	71	39	40	38	39	38	38	41	38	39	40	40	45	40	40	35	44	40	41	38	40	41	38	40	41	42	40	43	42	38	39	40	40	39	38	37	40	38	37	38	40	39	38	39	40	40	45	38	40	75	43	38	46	43	48	38	39	44	40	47	38	38	41	40	39	40	40	41	40	
70	40	40	41	40	38	39	40	41	38	40	39	40	38	41	38	37	40	40	41	40	38	43	38	39	38	40	39	40	38	41	38	37	38	40	41	40	40	43	38	38	38	40	43	40	40	39	38	38	38	42	39	40	40	41	40	36	38	42	41	40	38	43	40	40	38	42	37	40	40	39	40	38	38	42	37	40	40	39	40	38	38	42	39	42	38	41	40	40	40	40	41	42	40	37	38	40	41	42	37	
67	42	40	39	40	38	39	38	38	39	40	39	40	38	39	38	38	37	40	41	42	38	41	40	38	39	40	39	40	38	41	40	38	41	42	37	40	40	37	38	40	40	40	41	42	38	41	40	38	38	40	43	40	38	43	40	36	38	42	39	40	40	39	38	38	38	40	43	40	40	43	38	37	38	40	43	40	38	43	38	37	40	40	39	40	38	39	40	41	38	40	43	40	40	41	40	38	41	38	37	
77	40	39	38	41	38	38	39	40	38	37	38	41	38	38	37	40	38	39	38	39	38	38	39	40	38	41	38	41	38	38	41	40	38	37	38	43	38	38	37	40	38	39	38	39	40	38	39	40	38	37	40	43	38	38	37	40	38	39	38	39	38	38	39	40	40	41	38	41	38	40	41	40	40	37	38	43	38	40	37	40	40	39	38	40	38	38	41	40	40	37	38	40	38	40	37	40	40	39	40	
73	43	39	40	41	40	40	39	40	38	41	40	39	38	40	37	38	38	39	40	41	40	40	39	40	38	41	42	37	38	40	37	38	40	41	40	41	40	40	39	40	38	43	42	37	38	42	35	38	40	40	40	43	40	40	41	40	36	40	42	39	38	42	37	38	38	40	40	43	38	40	39	38	41	40	40	43	38	40	41	38	37	40	40	39	40	40	37	40	41	40	40	43	38	40	39	38	41	40	40	
68	68	68	68	70	67	71	67	67	69	67	69	68	68	68	68	66	71	69	65	69	67	67	69	68	68	68	68	66	71	69	65	69	67	67	69	68	68	68	68	70	67	71	67	67	69	67	69	68	68	68	68	70	67	71	67	67	69	69	67	68	68	68	68	70	69	65	69	69	67	69	69	68	68	68	70	68	71	69	67	69	69	67	69	68	68	66	70	70	65	71	69	69	67	69	69	68	68	68	70	
70	40	41	40	40	39	40	37	40	40	41	40	38	41	38	37	38	40	39	40	40	41	40	41	40	40	43	38	40	41	38	39	38	40	41	40	38	37	40	43	40	38	43	38	38	37	40	41	38	40	41	40	38	37	40	43	40	38	39	40	38	37	38	41	38	40	37	40	38	37	40	41	40	38	39	38	38	37	38	39	40	40	37	40	38	37	40	41	42	38	41	40	38	37	38	39	40	40	39	42	
42	42	41	40	38	39	38	40	39	38	39	40	40	39	40	38	37	38	39	40	38	39	38	40	39	38	41	40	40	39	40	38	39	38	37	38	38	41	38	40	39	38	41	40	40	39	40	38	39	38	37	38	38	41	38	40	39	38	41	40	40	37	40	38	39	38	37	38	38	41	38	40	39	38	41	40	40	39	40	38	37	38	39	40	38	39	38	40	39	38	41	40	40	39	40	38	37	38	39	40	
70	42	42	37	38	43	38	40	41	38	40	41	38	39	40	40	41	38	40	39	38	39	38	40	37	38	40	39	38	41	40	40	39	40	40	38	40	37	38	42	37	38	40	38	40	43	38	40	41	38	39	40	38	39	40	40	41	38	39	38	38	39	38	40	37	38	41	40	38	41	40	40	41	40	37	38	40	37	38	42	38	38	43	38	40	39	38	40	38	40	43	38	38	43	38	39	40	38	39	38	
40	40	40	39	38	39	40	40	37	38	40	41	40	37	40	38	39	38	38	41	38	41	38	40	41	38	40	41	40	39	40	38	41	38	38	39	38	41	38	40	39	40	40	41	40	39	40	38	39	40	38	39	40	41	40	40	39	40	40	41	42	39	42	38	39	40	38	41	40	39	40	40	39	40	40	43	42	37	42	38	39	40	38	38	40	39	40	40	41	40	38	40	42	37	40	40	39	40	36	38	
38	40	43	40	38	41	40	40	39	38	41	38	38	39	40	38	39	40	37	40	38	39	42	40	43	40	37	38	40	35	38	36	38	42	37	40	40	37	40	43	40	40	43	38	40	39	40	41	38	40	41	40	38	41	40	39	40	38	39	38	38	37	38	37	38	40	37	40	38	39	40	41	42	38	41	40	38	41	40	35	37	40	40	39	40	41	40	38	37	38	38	37	40	41	40	38	39	40	40	41	
39	39	40	40	39	40	36	40	40	39	40	40	37	40	40	41	40	35	38	40	39	42	40	41	38	39	40	40	35	40	40	41	40	39	40	38	39	42	38	39	38	39	40	38	39	42	38	41	40	39	40	38	39	42	38	41	38	37	38	38	39	40	38	39	38	41	38	38	37	40	38	41	38	37	38	38	39	40	38	39	38	41	38	38	37	40	38	41	38	37	40	38	39	40	38	43	38	39	38	38	
70	42	43	38	38	41	38	38	41	38	39	38	38	37	38	38	41	40	39	38	38	37	38	38	40	40	37	38	40	37	38	38	40	40	41	38	38	37	40	41	40	38	41	38	38	37	38	39	42	38	41	40	38	39	38	39	42	38	41	40	38	38	40	37	40	40	43	38	37	38	38	37	40	38	43	38	37	38	38	37	40	38	39	38	39	40	38	37	40	40	41	38	39	40	38	41	40	36	40	40	
73	38	40	37	38	38	39	40	37	38	38	41	38	40	41	40	38	38	40	43	38	40	37	40	38	38	40	39	38	40	39	40	36	38	40	39	38	40	39	40	36	38	40	41	40	38	41	40	40	38	38	43	40	40	37	40	40	38	40	37	38	40	39	42	38	38	40	39	40	38	41	42	40	40	38	41	40	40	35	40	40	41	40	37	38	40	37	42	38	41	40	39	40	38	39	42	38	39	40	39	
57	40	42	40	40	38	41	42	42	37	42	38	43	40	39	40	40	39	42	38	41	38	41	40	40	39	42	38	41	40	41	40	187	40	41	38	39	40	40	39	40	38	43	38	41	38	40	37	40	38	41	38	41	38	40	41	40	40	39	38	43	38	40	39	40	38	43	38	40	38	40	41	40	40	41	40	38	38	42	39	42	38	43	40	44	37	40	39	42	38	39	38	40	39	40	39	40	38	41	40	
77	39	40	38	39	40	39	42	38	39	40	40	37	38	39	42	38	39	40	40	39	38	39	40	38	39	40	40	37	38	39	40	38	37	38	40	39	38	37	40	38	39	38	40	41	38	39	40	38	41	38	40	37	38	41	40	38	37	38	40	39	38	37	40	38	37	38	40	39	38	37	40	38	39	38	40	41	38	39	40	38	41	38	40	37	40	41	40	38	37	40	40	39	38	37	40	38	39	38	40	
71	70	68	70	68	65	71	69	65	69	67	69	71	68	68	70	68	67	71	67	67	69	69	67	68	70	68	66	70	65	71	69	67	71	69	65	68	68	70	70	68	69	67	69	69	67	67	69	68	70	68	66	68	65	69	69	67	69	69	65	68	66	70	68	71	69	67	69	67	65	69	69	68	68	68	66	69	63	69	69	65	69	69	68	68	66	68	68	67	71	69	65	71	67	67	68	70	68	68	66	
67	40	42	39	38	40	37	40	42	40	40	39	40	38	41	40	36	40	40	37	38	40	39	40	43	38	40	41	38	40	41	38	37	40	38	39	40	38	39	40	43	38	40	41	38	38	41	38	37	40	38	39	38	38	39	40	41	40	40	37	38	38	39	40	39	42	38	41	40	38	41	42	37	38	40	37	38	40	40	38	41	42	38	41	40	36	40	42	39	38	42	37	38	38	38	40	41	40	40	43	
87	42	38	38	40	39	40	38	41	42	38	38	40	39	40	38	41	42	38	38	40	39	40	38	41	42	38	38	40	39	40	38	41	42	38	38	40	39	40	38	41	42	38	38	40	39	40	38	41	42	38	38	40	39	40	38	41	42	38	38	40	37	38	40	39	42	38	38	40	37	38	40	39	42	38	38	40	37	38	40	37	40	40	38	40	37	38	40	37	40	40	38	38	43	40	38	41	40	40	38	
343	87	46	44	45	47	44	46	44	75	77	43	42	44	37	49	46	44	41	42	42	43	47	46	54	71	67	67	43	62	60	44	71	71	49	52	42	47	42	46	61	61	46	44	42	45	77	71	54	78	46	43	40	44	42	45	44	44	41	50	74	78	52	43	46	40	40	43	42	44	45	40	78	44	79	37	40	45	71	81	55	75	38	44	41	46	66	48	40	53	46	42	43	44	42	39	38	40	71	73	
83	41	40	37	38	40	37	40	40	41	42	37	40	40	41	40	38	38	42	39	40	40	41	38	37	38	42	39	38	40	41	38	41	38	40	41	38	40	41	38	41	38	40	41	38	40	37	38	43	38	40	41	38	40	37	38	41	38	40	37	38	40	37	38	41	40	40	37	38	40	39	38	41	40	40	37	38	40	41	40	37	38	40	35	38	42	38	38	43	40	42	37	38	40	38	40	43	38	42	37	
